X1,X2,X3,X4,X5,Y
53.0597658859722,7.65280109633857,20.2216888834045,8.50940110589083,7.3484191870516,1
83.3474766322142,8.43881019533734,29.6638169442425,6.9155320986411,9.30469471588508,1
87.0921576093062,9.38217187458451,22.3052284822736,7.09357032496912,7.92142918368776,1
64.6903531474829,7.67290149129656,26.9402945362069,6.27336184212027,11.7249630625105,1
62.7440056292324,7.52586730595268,16.5762570721397,7.55733351779716,9.29059143507798,1
58.1010643489736,8.57746704233664,19.7505054437749,7.87632849500734,11.8309675420394,1
72.1065160101136,9.86680969175045,21.8256768335834,8.75163567353121,11.5380720665497,1
66.2822251273327,8.09663885774646,25.2054356221957,6.26698809831723,6.86609303744582,1
90.9250334508687,7.07854422214668,27.8327250507659,7.01568927025251,8.22880213219698,1
78.2390672781886,9.39668611705869,20.9969747840118,6.11706887967103,9.31919546089901,1
65.0161183565222,9.5588130716803,27.9735794204478,8.99415262379759,9.22367897055006,1
78.242740757989,7.61049749085208,22.1584866572716,9.1786045923392,7.95391325205006,1
48.0126733209147,8.21920404749962,25.7618172711019,6.64066097670464,9.30136599996445,1
76.7320780171442,7.20938547034161,27.3081906839026,9.1293687099861,9.56160849311504,1
45.2577606028124,6.28587141965921,21.9690463170419,7.36104576580902,9.916865855691,1
41.546307223346,4.913914668131,34.1218569908894,3.64023403286177,19.1555660103567,2
34.4939430343496,4.27516580465389,33.6292688415866,5.33384186425523,13.3094906711428,2
56.7563806540193,6.73024594066351,22.5934625700042,5.31688308279354,16.6887661189313,2
31.3542197703108,6.55816813291054,22.6916851703777,3.83345199380778,14.9914670466966,2
39.2107848078522,5.88515438675214,25.4078722955137,5.37281292605752,18.6161571991176,2
57.7636569915016,4.8280329089457,27.168594324646,4.54871805320814,16.233131336732,2
32.5545595095751,5.04015410579398,31.4532780150042,4.60227080762486,11.3767492659532,2
37.8498428523335,6.35714693242003,27.90629806046,4.58864457062017,13.2857741119645,2
45.6747179859661,5.3763513779488,23.9033956960945,3.81672161232516,12.6500651308662,2
39.1044787623695,6.6754016093231,28.5006144656992,6.80751759409301,16.0001731981544,2
42.5812493242757,5.66325710612304,25.921581744671,4.62768998668175,11.2193692047492,2
36.2431467069155,5.40163678363222,25.9056811542869,5.01702101211772,13.8888839143095,2
35.9123323650873,7.35599239850115,23.5363934867435,3.50305867011382,14.9402420814481,2
34.52202231463,5.0047101945336,33.6538981432523,5.0137624029982,17.0965248603415,2
36.46583055301,4.71403005559715,22.5585003947415,4.6159591184557,10.7776320495951,2
27.0758569492048,3.58508797374571,36.1865101197324,1.85611281744913,18.7597932167048,3
26.7194668499562,2.94357377369712,35.2167863561266,2.65203657019882,20.1522709617241,3
13.4388906329093,4.10651187424791,36.6987083998816,3.59877437043525,20.2207566866271,3
18.1885027724383,1.33131259436563,31.9090778615668,2.73372152570761,21.9760990989041,3
31.2411371163829,3.59116788673672,35.7901078690454,2.3545452313367,23.7958122074473,3
20.408529937786,2.70965072750142,33.6731689972183,3.04306867082907,25.8089540592652,3
19.5215102989588,2.0512871904038,38.3808762509422,3.80425590445381,21.3923639473478,3
32.6042214472464,2.92217355108782,39.837698744499,2.51355953446252,27.2512919559957,3
33.0501560825116,2.75010550848513,39.165734281483,1.9336285543038,17.979376588694,3
23.6695373193288,3.41447797278443,33.0839352525106,4.06429665285812,24.4368050830652,3
26.9057499746057,5.47542722110527,33.5330653654287,3.01287243776301,21.1780067991136,3
21.1321130089466,2.23503592419613,37.1900319621118,4.37038277406872,23.5585545434948,3
22.3187561006355,3.61567632988571,33.9108264029858,2.2734911465636,21.9415696310918,3
30.5394324220623,3.55701406124694,32.3598708616648,1.77029379969917,19.1725824653233,3
27.2511190067539,4.80487010547621,35.8632356607815,3.0830216021137,27.4240777822979,3
